,Item Name,ItemID,Sale Price,Customer Ratings,Number of Reviews,Offer Type,Department,Shipping Rate,Normal Shipping,Marketplace
0,The World of Debbie Macomber: Come Home to Color: An Adult Coloring Book,50092278,13.56,5.0,5,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
1,Johanna's Christmas: A Festive Coloring Book for Adults,53595316,11.07,4.8,5,ONLINE_AND_STORE,Toys,5.99,True,False
2,Calm the F*ck Down: An Inappropriate and Humorous Adult Coloring Book,53248591,6.99,5.0,4,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
3,Country Scenes Adult Coloring Book,33940493,5.99,4.55,20,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,True,False
4,Joyful Designs Artist's Adult Coloring Book,41676502,3.99,4.5,12,ONLINE_ONLY,Toys,5.99,False,False
5,"Adult Coloring Book: Cool Words: Coloring Book for Adults Featuring 30 Cool, Family Friendly Words",53247358,4.94,4.0,5,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
6,"Adult Coloring Books: Mandalas: Coloring Books for Adults Featuring 50 Beautiful Mandala, Lace and Doodle Patterns",53238574,4.84,5.0,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
7,"Pro-Art Pro Art Pottery Tool Kit, 8 Pieces",26678839,7.42,5.0,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
8,Winsor & Newton Artists' Quality Canvas Board,29552170,8.16,3.2,5,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
9,Artists' Quality Canvas Board,24497939,5.22,5.0,3,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
10,Johanna's Christmas: A Festive Coloring Book for Adults,53595316,11.07,4.8,5,ONLINE_AND_STORE,Toys,5.99,True,False
11,"Crayola Art With Edge, Bold & Fearless,40 Premium Coloring Books",170992200,6.69,5.0,2,ONLINE_AND_STORE,Toys,5.99,True,False
12,The World of Debbie Macomber: Come Home to Color: An Adult Coloring Book,50092278,13.56,5.0,5,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
13,The Dr. Seuss Coloring Book,52286691,8.81,5.0,3,ONLINE_AND_STORE,Books,5.99,True,False
14,Creative Haven Christmasscapes Coloring Book,38412155,5.99,5.0,1,ONLINE_ONLY,Toys,5.99,True,False
15,Plaid Stencil Decor Stencil Cutter Tool,24458723,11.5,2.667,3,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
16,Knotting Tool,24634605,12.49,4.0,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
17,Castin'Craft Reuseable Molds Jewelry 11 Shapes,24926046,5.29,4.0,3,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
18,"Cousin Craft & Jewelry Stretch Cord .5mm, 50'",25262416,3.64,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
19,"Cousin Jewelry Basics Metal Findings, 134pk, Silver, Starter Pack",35670618,3.38,3.75,4,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
20,Jewelry Basics Class In A Box Kit-Casual,26936011,21.99,4.5,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
21,Cousin Tool Set Jewelry Basics,12347617,17.74,3.769,13,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
22,Cousin Craft & Jewelry Crimp Tool,24607689,11.3,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
23,"Dorel Home Drafting and Craft Desk, Espresso",20604778,107.09,4.08,25,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,False,False
24,"Studio Designs Pro Craft Station, White and Maple",39353586,147.67,4.346,26,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,False,False
25,Futura Craft Station Work Table with Adjustable Safety Glass Top,17395402,189.99,4.529,333,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,False,False
26,Creative Options Pro Latch Utility Box,20682611,5.97,5.0,2,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
27,"ArtBin Store-In-Drawer Cabinet; White Art Craft Storage, 6809PC",12338105,22.4,3.943,35,ONLINE_AND_STORE,Home,5.99,True,False
28,Organizer Deluxe Boxbead 20Comp Jd.Lbl Clear 10.68X7.56X1.68,14003370,5.64,4.5,4,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
29,Creative Options Storage Rack Grab N Go Sm Blu/Gry,169456226,19.97,4.5,2,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
30,"South Shore Crea Craft Table, Multiple Finishes",23428873,259.99,4.055,109,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,False,False
31,"South Shore Artwork Craft Table with Storage, Multiple Finishes",44650164,299.99,4.667,21,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,False,False
32,Burgundy Hill Basket Kits,39067784,12.99,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
33,"""Flat Reed 5/8"""" 1 Pound Coil, Approximately 120'""",24634508,10.82,4.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
34,"Gulf Wax Household Paraffin Wax, 16 oz",10420578,7.1,4.852,27,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
35,"Wax Art Candle Craft Kit, Pack of 12",54906296,72.21,5.0,2,ONLINE_ONLY,Toys,0.0,True,False
36,"""Woodsies Jumbo Craft Sticks, 6"""", 300-Pack""",23081540,10.57,3.333,6,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
37,"Testors Craft Acrylic Paint, Matte, 6-Pack",49019741,8.8,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
38,"Rit Dye Liquid Fabric Dye, Dark Brown 8 oz",11078330,2.98,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
39,"Rit Aquamarine All-Purpose Liquid Dye, 8 Ounces",26590894,2.98,3.333,3,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
40,"Rit Dye Navy Blue, 8 fl oz",11078331,2.98,3.0,4,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
41,"Rit Liquid Dye, Emerald Green",43967033,2.98,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
42,"Rit Dye Liquid 8 oz-Cherry Red, Cherry Red",24929410,2.98,4.75,4,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
43,"Pure Garden Peony Floral Arrangement with Glass Vase, Pink",54635910,24.99,1.0,1,ONLINE_ONLY,Home,5.99,True,False
44,FloraCraft® Design It:® Floral Picks 120 ct Pack,17422626,2.47,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
45,"""Wire Cutters 6.5""""-""",17422627,4.14,1.0,1,ONLINE_AND_STORE,Home Improvement,5.99,True,False
46,AdTech Hi Temp Mini Hot Glue Gun,120772424,3.54,4.833,6,ONLINE_AND_STORE,Home Improvement,5.99,True,False
47,AdTech Lo Temp Mini Hot Glue Gun,105168885,3.28,4.333,3,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
48,"Westcott Premium Mini Hot Glue Gun, Low Temp",976909806,8.24,4.857,7,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,True,False
49,AdTech Combo Pack Hi Temp Hot Glue Gun and Sticks,104562800,4.27,4.75,4,ONLINE_AND_STORE,Home Improvement,5.99,True,False
50,AdTech Hi Temp Full-Size Hot Glue Gun,17404364,10.57,2.926,27,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
51,AdTech Designer Series Black Daisy Hi Temp Hot Glue Gun,24949777,4.47,4.0,5,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
52,AdTech Glue Gun. 2 Temp,17404363,9.79,3.273,33,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
53,AdTech Precision Pro Hot Glue Gun,46554569,6.66,1.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
54,AdTech Project Pro Mini Glue Gun. High Temp. 8 foot cord,17404366,5.99,3.412,17,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
55,Smithsonian Rock Tumbler Classic With Bonus Refill,54270668,75.75,1.0,2,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,True,False
56,Master Manufacturing Leather & Vinyl Color-Kit-,13432583,10.99,3.0,12,ONLINE_ONLY,Party & Occasions,5.99,False,False
57,"Duck Washi Crafting Tape - Silver Stripe, .75 in. x 240 in.",121924283,2.13,5.0,1,ONLINE_AND_STORE,Party & Occasions,5.99,True,False
58,Moore Gallery Clips Picture Frame Corners,36799389,4.05,4.0,1,ONLINE_ONLY,Home,5.99,False,False
59,Fundamentals Toys Kiss Naturals DIY Soap Making Kit,40640356,13.95,5.0,6,ONLINE_ONLY,Toys,5.99,True,False
60,Soap Making Kit-,24885612,23.86,4.0,3,ONLINE_ONLY,Party & Occasions,5.99,False,False
61,Botanical Soap Making Kit - Makes 7,24631139,11.06,3.667,3,ONLINE_ONLY,Personal Care,5.99,False,False
62,"Soap Bar Mold, 4 Shapes",35647229,4.14,1.0,1,ONLINE_ONLY,Party & Occasions,5.99,False,False
63,Made by Me Weaving Loom by Horizon Group USA,19526638,4.97,4.549,51,ONLINE_AND_STORE,Toys,5.99,True,False
64,Wool Novelty Deluxe Hand Weaving Loom and Hook,17782700,10.49,4.539,13,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
65,Wool Novelty 16 Ounce Multi Weaving Loops,26003430,7.06,3.0,5,ONLINE_ONLY,Toys,5.99,False,False
66,"""Lacis 8"""" Belt Weaving Shuttle, Hardwood""",21989691,4.26,5.0,3,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
67,Pepperell Weaving Loops & Loom Kit,24920205,7.7,5.0,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
68,Colorbok You Design It Weaving Loom Kit,26678552,5.2,3.25,4,ONLINE_ONLY,Party & Occasions,5.99,False,False
69,Darice Craftwood Wood Burning Creativity Set,24419302,7.92,4.857,7,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
70,"Wood Craft Crate Caddy Set, 3pk",48548389,13.94,3.333,3,ONLINE_AND_STORE,Toys,5.99,False,False
71,Wood Train Unfin 4Inx2.75In,35648790,3.78,3.0,2,ONLINE_ONLY,Toys,5.99,False,False
72,"RTC Fabric 100% Polyester Fleece, Honeycomb pattern, Blanket fabric, Apparel fabric, Nurcery fabric, 60'', 255GSM",46489612,4.88,4.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
73,"Waverly Inspirations 100% Cotton Solid Fabric 44’’ Wide, 140 Gsm, Quilt Crafts Cut By The Yard",44901458,2.02,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
74,"Waverly Inspirations 100 Percent Solid Cotton Quilting Fabric ,8 yd, 44'', 140GSM",53724027,16.91,4.714,7,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
75,"""David Textiles Darcy's Dots Blush Cotton Fabric By The Yard, 44"""" Wide""",51446590,3.87,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
76,"""DAVID TEXTILES ELLEN'S FLORAL 44"""" QUILT COTTON FABRIC BY THE YARD""",51428009,6.07,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
77,"""Rose and Hubble Mindy's Stripe Floral Lt Blue Quilting Cotton Fabric By The Yard, 44""""""",51774096,3.72,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
78,"""Sunflowers and Birds Quilting Cotton Fabric By The Yard, 44""""""",51774083,6.07,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
79,"""Mysterious Mountains Quilting Cotton Fabric By The Yard, 44""""""",51774068,6.07,3.667,3,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
80,"""David Textiles Love Paris Collection 44"""" Quilting Cotton Fabric by the Yard""",51446666,6.07,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
81,"""100 Percent Cotton Solid Flannel Quilting Fabric, 8 yds, 44"""", RTC Fabrics""",52041310,19.97,4.333,9,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
82,"""David Textiles 330 Anti-Pill Fleece Solid Fabric by the Yard 60"""" Wide""",120920912,4.99,2.0,2,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
83,"""Paw Patrol Pup Power Fleece Fabric By The Yard, 60""""""",51774062,6.97,5.0,4,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
84,"""Blizzard Fleece Alligator, 59/60"""" Width, Fabric by the Yard, Blue""",54807841,11.3,3.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,True,False
85,"""A Rare Occasion Antipill Fleece Fabric By The Yard, 60"""" Wide""",51774057,6.97,4.5,4,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
86,"""Hunting Dogs Anti-Pill Polyester Fleece Fabric By The Yard, 60"""" Wide""",51446553,6.97,4.429,7,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
87,"""Sunflowers and Birds Quilting Cotton Fabric By The Yard, 44""""""",51774083,6.07,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
88,"""Mysterious Mountains Quilting Cotton Fabric By The Yard, 44""""""",51774068,6.07,3.667,3,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
89,"""Rose and Hubble Mindy's Stripe Floral Lt Blue Quilting Cotton Fabric By The Yard, 44""""""",51774096,3.72,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
90,"A Field Guide to Fabric Design: Design, Print & Sell Your Own Fabric; Traditional & Digital Techniques; for Quilting, Home Dec & Apparel",16435331,16.73,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,True,False
91,"""Dimensions Christmas Greens Table Runner Stamped Cross Stitch, 15"""" x 44""""""",26678976,8.39,3.0,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
92,"""Aunt Martha's Towel Flour Sack Dish 28x28"""" 2pc""",24660651,6.07,4.333,12,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
93,"""Jack Dempsey Baby Ducks Nursery Quilt Blocks, 12Pk, 9"""" x 9""""""",24939376,6.76,4.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
94,Susan Bates Silvalume Aluminum Crochet Hook Set-Sizes F5 To K10.5,15407586,6.9,4.621,29,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
95,"Bates Crystalites Crochet Hook Set Sz L,M,N,P",21989405,5.5,4.375,8,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
96,"""Luxite Bulky Plastic Crochet Hook, 8"""", Size Q/16mm""",24912935,3.48,4.0,3,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
97,"Susan Bates Luxite Plastic Crochet Hook Set, Sizes F, G, H, I, J and K",21989406,5.09,4.444,18,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
98,"Red Heart Crystalites Crochet Hook Set SzL,M,N,P",21989327,7.16,4.591,22,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
99,"Boye Crochet Hook Aluminum Set D,E,F,G,H,I,J,K",42787508,12.68,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
100,Aunt Lydia's Classic Crochet Thread Size 10 Jumbo-White,12347755,16.19,4.8,30,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
101,Red Heart Classic Crochet Thread Size 10-White,19347870,4.75,4.5,4,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
102,RED HEART CLASSIC 10 NATURAL,19347910,3.97,5.0,11,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
103,"Petra Crochet Cotton Thread, Size 3-Ecru",46260908,3.84,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
104,Boye Knit Accessory Kit,21989442,8.72,5.0,1,ONLINE_ONLY,Toys,5.99,False,False
105,Susan Bates Learn Knitting Kit,21989326,12.53,4.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
106,Take It Personally Deluxe Knit & Lace-Blocking Wires Kit,10727493,35.35,4.9,10,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,False,False
107,Darice Easy Knitting Loom Round 4pc Neon,10727494,11.0,4.421,57,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,True,False
108,"""Silvalume 10"""" Knitting Needles Gift Set, Sizes 11, 13 and 15""",21989324,7.27,5.0,3,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
109,"Bates Silvalume Knitting Needles Set Sz.6,7,8",21989322,10.81,5.0,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
110,Clover Bamboo Circular Knitting Needles,21990026,8.97,4.667,3,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
111,Clover Bamboo Circular Knitting Needles,21990158,7.99,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
112,Clover Takumi Interchangeable Circular Knitting Needle Set,24063383,84.99,5.0,4,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,False,False
113,Clover Bamboo Circular Knitting Needles,21990288,10.05,4.5,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
114,"""Clover Bamboo Circular Knitting Needle 16"""" 13""",10727476,9.99,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
115,"Knitting Stitches Visual Encyclopedia: 350 Stitch Patterns, Edgings, and More",16216575,18.35,4.75,4,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,True,False
116,Search Press Books Knitting For The Absolute Beginner,24105472,15.96,4.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
117,NKOK Singer Knitting Machine,40649068,28.72,3.7,10,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
118,Clover Standing Oval Knitting Loom,52205985,22.84,3.5,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
119,Knitting Pin Pair,46620134,6.96,5.0,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
120,Count Ten Plus Plastic Knit Gauge,35670438,2.56,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
121,KB Zippy Loom,54288838,7.78,4.667,3,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
122,Lacis No Hands Knitting Chain Row Counter,21989705,12.59,1.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
123,Pinnacle Frames and Accents Magnetic Black Photo Album,23673351,7.97,3.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
124,"Sport & Hobby Postbound Album 12''X12'', Soccer",10770868,14.27,5.0,5,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
125,Cricut Explore One,44500315,149.0,4.429,42,ONLINE_AND_STORE,"Arts, Crafts & Sewing",0.0,True,False
126,Cuttlebug Machine V3 Mint,55206717,67.3,5.0,6,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,True,False
127,Brother CM350 ScanNCut 2 Home and Hobby Diecutting Machine,46694102,299.0,4.3,476,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,True,False
128,"Cricut 12x12 StandardGrip Adhesive Cutting Mats, 2-pack",24016954,6.99,4.367,30,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
129,Cricut 12'' x 12'' Lightgrip Adhesive Cutting Mat,24016953,11.99,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
130,Cricut Explore Air Wireless Cutting Machine,43203240,227.0,4.514,35,ONLINE_AND_STORE,"Arts, Crafts & Sewing",0.0,True,False
131,"K & Company Flip Pack Sticker Embellishments, Baby Girl",22395770,4.96,5.0,2,ONLINE_AND_STORE,Party & Occasions,5.99,False,False
132,"Embellishment Village Angelina Film Sampler, Kaleidoscope, 18/pkg",24697110,27.87,5.0,2,ONLINE_ONLY,Party & Occasions,5.99,False,False
133,Sparkle Happy Birthday Rubber Stamp,24621758,5.67,5.0,1,ONLINE_ONLY,Party & Occasions,5.99,False,False
134,"""Penny Black Clear Stamps 5"""" x 7.5"""" Sheet, Gratitude""",24693432,13.97,4.5,2,ONLINE_ONLY,Party & Occasions,5.99,False,False
135,Trend Super Stars/Smiles Sticker Pad,14879090,7.06,4.833,12,ONLINE_AND_STORE,Party & Occasions,5.99,True,False
136,"Disney Minnie Mouse Sticker Book, 111-Count",26559012,1.68,5.0,1,ONLINE_AND_STORE,Party & Occasions,5.99,True,False
137,"Despicable Me Minions Sticker Sheets, 4ct",45698066,1.97,5.0,1,ONLINE_AND_STORE,Party & Occasions,5.99,True,False
138,Paw Patrol Sticker Pad,50818275,5.88,3.75,4,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
139,"Emoji Sticker Sheets, 4 ct",51567646,1.97,3.0,2,ONLINE_AND_STORE,Party & Occasions,5.99,True,False
140,"Dimensions Counted Cross Stitch Kit, Oriental Orchids",12356307,14.44,4.5,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
141,"""Dimensions Serenity Prayer Mini Stamped Cross Stitch Kit, 7"""" x 5""""""",21976124,8.99,4.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
142,"""Dimensions Gold Collection """"Aurora Cabin"""" Counted Cross Stitch Kit, 16"""" x 12""""""",20966963,31.88,5.0,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
143,"""Dimensions Jiffy """"Today is a Gift"""" Mini Stamped Cross Stitch Kit, 5"""" x 7""""""",20966884,9.81,4.5,2,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
144,"Dimensions Counted Cross-Stitch Kit, Mason Jar Lineup",34742787,14.98,5.0,4,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
145,Dimensions Cross Stitch Kit 18x10 Woodland Winter,12356305,28.99,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
146,"""Dimensions Baby Hugs """"Baby Drawers"""" Quilt Stamped Cross Stitch Kit, 34"""" x 43""""""",20967107,25.64,5.0,8,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
147,"""Gold Collection Northern Night Counted Cross-Stitch Kit, 16"""" x 11"""", 14-Count""",39535849,33.96,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
148,"Singer Blue Adjustable Dress Form DF250, Small/Medium",46271002,115.49,3.895,19,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,True,False
149,"""Crafter's Choice Pillow Insert, 14"""" x 14""""""",36775829,7.16,4.667,15,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
150,"""Hoop-La Plastic Embroidery Hoop, White, Size 10""""""",43163834,3.99,5.0,1,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
151,"""Dritz Elastic Soft Waistband 1 1/2"""" White""",55532540,7.32,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
152,"Simplicity Pattern Stuffed Animals, One Size",21922290,6.94,5.0,2,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
153,"Simplicity Pattern Misses' Amazing Fit Dresses, (10, 12, 14, 16, 18)",21923048,9.95,5.0,2,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
154,"Butterick Pattern Teepee and Mat, 1 Size Only",21603095,7.78,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
155,"Simplicity Pattern Car Organizers, One Size",21922328,5.83,3.0,2,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,False,False
156,"""Chevron Jungle Scenic Panel Opt 2, Multi-Color Substrate Quilt Top, Multi-Color, 42/43"""" Wide, Fabric by the Yard""",35206006,29.63,4.0,2,ONLINE_ONLY,Home,5.99,True,False
157,"""TUTTO Serger & Accessory Bag, 14-1/2"""" x 14-1/2"""", Pink""",26683510,54.74,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,False,False
158,"Brother 1634D 3 or 4 Thread Serger with Differential Feed, Soft Cover and Accessories",46270970,165.0,4.477,109,ONLINE_AND_STORE,"Arts, Crafts & Sewing",0.0,True,False
159,"Euro-Notions ELx 705 Serger Needles, Size 12/80, 5/pkg",26912744,4.08,4.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
160,Brother Designio Series DZ1234 3/4 Thread Serger,45512503,279.97,4.889,9,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,True,False
161,"""Serger Sewing Mat, 11"""" x 14""""""",41291394,13.07,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
162,Michley 100-Piece Sewing Kit,19423470,9.83,3.472,89,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,True,False
163,"Singer 1512 Beginners Sewing Kit, 130 pieces",17338020,6.19,4.032,63,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
164,Deluxe Sewing Kit-,21982375,5.73,3.833,6,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
165,Michley 42-Piece Sewing Kit,43524158,11.99,3.0,9,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,True,False
166,Singer QuiltPro Sewing Basket Kit,24548284,19.22,4.133,15,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
167,Michley Sewing Basket with 41-Piece Sewing Kit,19423468,27.89,4.361,36,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,True,False
168,Allary Craft & Sew Starter Sewing Kit,25394079,5.96,3.333,3,ONLINE_ONLY,"Arts, Crafts & Sewing",5.99,False,False
169,Michley Mini Sewing Machine & Accessories 3-Piece Value Bundle,19423463,31.0,3.264,216,ONLINE_AND_STORE,"Arts, Crafts & Sewing",5.99,True,False
170,Michley Desktop Sewing Machine & Accessories 3-Piece Value Bundle,19423466,51.48,4.123,57,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,True,False
171,"Janome Industrial-Grade Aluminum-Body HD1000 Black Edition Sewing Machine with 14 Stitches, 4-Step Buttonhole, Heavy Duty Accessories and Anna Maria Horner Fashion Accessories",52536805,329.0,5.0,3,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,True,False
172,"Janome Basic 10-Stitch Portable Sewing Machine with Top Drop-In Bobbin, 4-Piece Feed Dog and Accessory Storage, Graceful Gray",45437242,66.99,5.0,1,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,True,False
173,Quantum Stylus 9960 Electronic Sewing Machine,26959828,365.34,4.353,170,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,True,False
174,Janome MOD-50 50-Stitch Computerized Sewing Machine,51212080,269.1,4.75,4,ONLINE_ONLY,"Arts, Crafts & Sewing",0.0,True,False
175,Brother LX3817 17-Stitch Full-size Sewing Machine,628378058,59.88,4.429,14,ONLINE_AND_STORE,"Arts, Crafts & Sewing",0.0,True,False
